Season,Week Number,Baker,Week Name,Bake,Signature Bake,Signature Time Allotment (hours),Signature Sweet (1) or Savory (0),Signature Quantity,Signature Handshake,Technical Bake,Technical Recipe Writer,Technical Time Allotment (hours),Technical Sweet (1) or Savory (0),Technical Quantity,Technical Rank,Showstopper,Showstopper Bake,Showstopper Time Allotment (hours),Showstopper Sweet (1) or Savory (0),Showstopper Quantity,Showstopper Handshake,Favorite,Least Favorite,Star Baker,Eliminated,Competed,Winner,UK viewers (millions)
Series 6,5,Alvin,Alternative Ingredients,Sugar-Free Cake,Pineapple Upside Down Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,8,Dairy-Free Ice-Cream Roll,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll ",4.5,1,1,0,0,0,0,0,1,0,
Series 6,5,Flora,Alternative Ingredients,Sugar-Free Cake,"Pistachio, Apple and Cardamom Madeleine Cake",2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,3,Dairy-Free Ice-Cream Roll,Chocolate and Pear Bûche ,4.5,1,1,0,0,1,0,0,1,0,
Series 6,5,Ian,Alternative Ingredients,Sugar-Free Cake,Honey and Flowers Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,5,Dairy-Free Ice-Cream Roll,Dessert Island ,4.5,1,1,0,0,0,0,0,1,0,
Series 6,5,Mat,Alternative Ingredients,Sugar-Free Cake,Sugar Free Carrot Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,4,Dairy-Free Ice-Cream Roll,Raspberry & Coconut Ice Cream Roll ,4.5,1,1,0,0,0,0,0,1,0,
Series 6,5,Nadiya,Alternative Ingredients,Sugar-Free Cake,Naked Blueberry and Caraway Crunch Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,1,Dairy-Free Ice-Cream Roll,Chocolate and Strawberry Lime Ice Cream Roll ,4.5,1,1,0,1,0,1,0,1,1,
Series 6,5,Paul,Alternative Ingredients,Sugar-Free Cake,Carrot & Pecan Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,2,Dairy-Free Ice-Cream Roll,Dessert Island Getaway ,4.5,1,1,0,1,0,0,0,1,0,
Series 6,5,Tamal,Alternative Ingredients,Sugar-Free Cake,Honey and Grapefruit Polenta Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,7,Dairy-Free Ice-Cream Roll,Passion Fruit and Pineapple Ice Cream Roll ,4.5,1,1,0,0,0,0,0,1,0,
Series 6,5,Ugnė,Alternative Ingredients,Sugar-Free Cake,Chocolate and Hazelnut Sugar-Free Cake,2.5,1,1,0,Gluten-Free Pita Bread,Paul,2,0,12,6,Dairy-Free Ice-Cream Roll,"Chocolate, Peanut Butter and Grape Jam Roll ",4.5,1,1,0,0,1,0,1,1,0,
Series 6,6,Alvin,Pastry,Frangipane tart, 	Plum Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,6,Vol-au-vents,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents ,3.75,0,48,0,0,1,0,1,1,0,
Series 6,6,Flora,Pastry,Frangipane tart,Apricot and Rosemary Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,2,Vol-au-vents,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents ,3.75,,48,0,1,0,0,0,1,0,
Series 6,6,Ian,Pastry,Frangipane tart,Pear and Raspberry Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,3,Vol-au-vents,vol-au-vents Terre et Mer ,3.75,,48,0,0,0,0,0,1,0,
Series 6,6,Mat,Pastry,Frangipane tart,Piña Colada Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,1,Vol-au-vents,His 'n' Hers Vol-au-vents,3.75,,48,0,1,0,1,0,1,0,
Series 6,6,Nadiya,Pastry,Frangipane tart,"Bay Leaf, Rong Tea and Pear Tart",2,1,1,0,Flaounes,Paul,2,0,12,4,Vol-au-vents,Bengali Korma and Clementine with Cod Vol-au-vents ,3.75,,48,0,0,1,0,0,1,1,
Series 6,6,Paul,Pastry,Frangipane tart,Christmas Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,5,Vol-au-vents,Savoury and Sweet Bouchées,3.75,,48,0,0,0,0,0,1,0,
Series 6,6,Tamal,Pastry,Frangipane tart,Spiced Pear Frangipane Tart,2,1,1,0,Flaounes,Paul,2,0,12,7,Vol-au-vents,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,3.75,0,48,0,0,0,0,0,1,0,
Series 6,7,Flora,Victorian,Raised Game Pie,Game Pie with Shallot and Apple Chutney,3,0,1,0,Tennis Cake,Mary,3,1,1,4,Charlotte Russe,"Raspberry, Pomegranate and Champagne Charlotte Russe ",5.5,1,1,0,0,0,0,0,1,0,
Series 6,7,Ian,Victorian,Raised Game Pie,Roadkill Pie,3,0,1,0,Tennis Cake,Mary,3,1,1,5,Charlotte Russe,Victoria's Crown Charlotte Russe ,5.5,1,1,0,0,0,0,0,1,0,
Series 6,7,Mat,Victorian,Raised Game Pie,Raised Venison and Pigeon Pie,3,0,1,0,Tennis Cake,Mary,3,1,1,6,Charlotte Russe,Strawberry Charlotte Russe ,5.5,1,1,0,0,1,0,1,1,0,
Series 6,7,Nadiya,Victorian,Raised Game Pie,Aromatic Raised Game Pie,3,0,1,0,Tennis Cake,Mary,3,1,1,1,Charlotte Russe,Mango and Raspberry Charlotte Russe ,5.5,1,1,0,0,0,0,0,1,1,
Series 6,7,Paul,Victorian,Raised Game Pie,Not a Boaring Pie,3,0,1,0,Tennis Cake,Mary,3,1,1,2,Charlotte Russe,Charlotte Rose ,5.5,1,1,0,0,1,0,0,1,0,
Series 6,7,Tamal,Victorian,Raised Game Pie,Middle Eastern Game Pie,3,0,1,1,Tennis Cake,Mary,3,1,1,3,Charlotte Russe,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe ",5.5,1,1,0,0,0,1,0,1,0,
Series 6,8,Flora,Pâtisserie,Cream Horns,Peach & Lemon Thyme / Smoked Almond & Butterscotch Cream Horns,3.5,1,24,0,Mokatines,Mary,2,1,9,3,Religieuse à l'ancienne,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne ,4,1,,0,0,1,0,0,1,0,
Series 6,8,Ian,Pâtisserie,Cream Horns,Mont Blanc / Black Forest Gâteau Horns,3.5,1,24,0,Mokatines,Mary,2,1,9,2,Religieuse à l'ancienne,Nun with Hidden Passions ,4,1,,0,0,0,0,0,1,0,
Series 6,8,Nadiya,Pâtisserie,Cream Horns,Rose Pistachio / Mocha Hazelnut Horns,3.5,1,24,0,Mokatines,Mary,2,1,9,1,Religieuse à l'ancienne,Bubble Gum and Peppermint Cream Religieuse à l'ancienne ,4,1,,0,1,0,1,0,1,1,
Series 6,8,Paul,Pâtisserie,Cream Horns,Café Tipple / Banana Crunch-away Horns,3.5,1,24,0,Mokatines,Mary,2,1,9,5,Religieuse à l'ancienne,Religieuse à l'ancienne ,4,1,,0,0,1,0,1,1,0,
Series 6,8,Tamal,Pâtisserie,Cream Horns,Lime & Mascarpone / Malt Cream Horns,3.5,1,24,0,Mokatines,Mary,2,1,9,4,Religieuse à l'ancienne,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne ,4,1,,0,1,0,0,0,1,0,
Series 6,9,Flora,Chocolate,Chocolate Tart ,Passion Fruit and Chocolate Tart,2.5,1,1,0,Chocolate Soufflé,Mary,1.25,1,1,1,Chocolate Centrepieces,Cocoa Carousel ,4,1,1,0,0,1,0,1,1,0,
Series 6,9,Ian,Chocolate,Chocolate Tart ,Chocolate and Bay Tart,2.5,1,1,0,Chocolate Soufflé,Mary,1.25,1,1,3,Chocolate Centrepieces,Chocolate Well ,4,1,1,0,0,1,0,0,1,0,
Series 6,9,Nadiya,Chocolate,Chocolate Tart ,Peanut Salted Caramel and Chocolate Tart,2.5,1,1,1,Chocolate Soufflé,Mary,1.25,1,1,4,Chocolate Centrepieces,Peacock in Nan's Door ,4,1,1,0,1,0,1,0,1,1,
Series 6,9,Tamal,Chocolate,Chocolate Tart ,Chocolate New York Pie,2.5,1,1,0,Chocolate Soufflé,Mary,1.25,1,1,2,Chocolate Centrepieces,Chocolate Bell Tower ,4,1,1,0,1,0,0,0,1,0,
Series 6,10,Ian,Final,Iced Buns,Elderflower and Lemon / Spiced Buns,3,1,16,0,Mille-Feuille,Paul,2,1,6,2,Classic British Cake,Classic British Cake,4,1,1,0,0,0,0,1,1,0,
Series 6,10,Nadiya,Final,Iced Buns,Cardamom and Almond Buns / Nutmeg and Sour Cherry Fingers ,3,1,16,0,Mille-Feuille,Paul,2,1,6,1,Classic British Cake,My Big Fat British Wedding Cake ,4,1,1,0,0,0,1,0,1,1,
Series 6,10,Tamal,Final,Iced Buns,Cinnamon and Apple / Toffee and Marmalade Iced Buns,3,1,16,0,Mille-Feuille,Paul,2,1,6,,Classic British Cake,Sticky Toffee Pudding Cake ,4,1,1,0,0,0,0,1,1,0,
Series 7,1,Andrew,Cake,Drizzle Cake,Lemon and Rosemary Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,12,,Ultimate Indulgence' Mirror Glaze Cake,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Benjamina,Cake,Drizzle Cake,"Pistachio, Cardamom and Lemon Drizzle Cake",2,1,1,0,Jaffa Cakes,Mary,?,1,12,6,,White Chocolate Mirror Glaze with Salted Praline Buttercream,?,1,1,0,1,0,0,0,1,0,
Series 7,1,Candice,Cake,Drizzle Cake,Raspberry and Rhubarb Drizzle Custard Bundt Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,5,,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",?,1,1,0,0,1,0,0,1,1,
Series 7,1,Jane,Cake,Drizzle Cake,Lemon and Poppy Seed Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,7,,Chocolate Orange Mirror Cake,?,1,1,0,1,0,1,0,1,0,
Series 7,1,Kate,Cake,Drizzle Cake,Berry Best Apple and Bramble Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,4,,One Swallow Does Not Make A Summer Cake,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Lee,Cake,Drizzle Cake,St. Clements Orange and Lemon Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,11,,Strawberry Surprise Mirror Cake,?,1,1,0,0,1,0,1,1,0,
Series 7,1,Louise,Cake,Drizzle Cake,Orange Liqueur and Lemonade Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,9,,White Chocolate Trifle Mirror Glaze Cake,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Michael,Cake,Drizzle Cake,"Lime, Ginger and Honey Drizzle Cake",2,1,1,0,Jaffa Cakes,Mary,?,1,12,3,,Matcha Tea Chocolate Mirror Glaze,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Rav,Cake,Drizzle Cake,Ginger Spice Yuzu Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,8,,Colombian Mocha Mirror Glaze Cake,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Selasi,Cake,Drizzle Cake,Citrus and Spice Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,1,,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",?,1,1,0,1,0,0,0,1,0,
Series 7,1,Tom,Cake,Drizzle Cake,G&T Drizzle Cake,2,1,1,0,Jaffa Cakes,Mary,?,1,12,2,,Black Forest Broken Mirror,?,1,1,0,0,0,0,0,1,0,
Series 7,1,Val,Cake,Drizzle Cake,Mum's Orange and Lemon Drizzle,2,1,1,0,Jaffa Cakes,Mary,?,1,12,10,,Chocolate Sponge with Four Fruit Frosting,?,1,1,0,0,1,0,0,1,0,
Series 7,2,Andrew,Biscuits,Iced Biscuits (cookies),Beehive Biscuits,2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,4,Gingerbread 3D Scene,Punting in Cambridge,4,1,1,0,1,0,0,0,1,0,
Series 7,2,Benjamina,Biscuits,Iced Biscuits (cookies),Bouquet Biscuits,2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,3,Gingerbread 3D Scene,"New York, New York",4,1,1,0,0,0,0,0,1,0,
Series 7,2,Candice,Biscuits,Iced Biscuits (cookies),"Salted Caramel, Chocolate Iced Shiny Hearts",2.5,1,24,0,Viennese Whirls,Mary,1.5,1,?,8,Gingerbread 3D Scene,Gingerbread Pub with Sticky Ginger Carpet,4,1,1,0,1,0,1,0,1,1,
Series 7,2,Jane,Biscuits,Iced Biscuits (cookies),Flower Pot Iced Biscuits,2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,2,Gingerbread 3D Scene,Hastings Old Town Fishing Net Shops and Boat,4,1,1,0,0,0,0,0,1,0,
Series 7,2,Kate,Biscuits,Iced Biscuits (cookies),"""A Biscuit for the Broads""",2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,1,Gingerbread 3D Scene,"""I Promise I Will Do My Best""",4,1,1,0,0,0,0,0,1,0,
Series 7,2,Louise,Biscuits,Iced Biscuits (cookies),Baa Bara Brith Biscuits,2.5,,24,0,Viennese Whirls,Mary,1.5,1,?,10,Gingerbread 3D Scene,Gingerbread Wedding,4,1,1,0,0,1,0,1,1,0,
Series 7,2,Michael,Biscuits,Iced Biscuits (cookies),"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",2.5,1,24,0,Viennese Whirls,Mary,1.5,1,?,9,Gingerbread 3D Scene,Trip to See Santa in Lapland,4,1,1,0,0,0,0,0,1,0,
Series 7,2,Rav,Biscuits,Iced Biscuits (cookies),Union Jack Bunting Biscuits,2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,6,Gingerbread 3D Scene,Gingerbread Christmas Fairground,4,1,1,0,0,0,0,0,1,0,
Series 7,2,Selasi,Biscuits,Iced Biscuits (cookies),"""Wheelie Hot Iced Biscuits""",2.5,?,24,0,Viennese Whirls,Mary,1.5,1,?,11,Gingerbread 3D Scene,Stained Glass Window Gingerbread Church,4,1,1,0,0,0,0,0,1,0,
Series 7,2,Tom,Biscuits,Iced Biscuits (cookies),Chai Frappelatteccino Biscuits,2.5,1,24,1,Viennese Whirls,Mary,1.5,1,?,7,Gingerbread 3D Scene,Tom and Pod's Near Death Experience,4,1,1,0,0,0,0,0,1,0,
Series 7,2,Val,Biscuits,Iced Biscuits (cookies),Sunday Treat Iced Ice Cream Cone Biscuits,2.5,1,24,0,Viennese Whirls,Mary,1.5,1,?,5,Gingerbread 3D Scene,From Holland to New York via Yorkshire,4,1,1,0,0,1,0,0,1,0,
Series 7,3,Andrew,Bread,Chocolate Loaf,Chocolate Barmbrack Bread,2.5,1,1,0,Dampfnudel,Paul,2,1,12,2,Savoury Plaited (braided) centrepeice,Braided Harvest Bread Basket,4,0,1,0,1,0,0,0,1,0,
Series 7,3,Benjamina,Bread,Chocolate Loaf,"Chocolate, Tahini and Almond Babka",2.5,1,1,0,Dampfnudel,Paul,2,1,12,6,Savoury Plaited (braided) centrepeice,Braided Bread Heart,4,0,1,0,0,0,0,0,1,0,
Series 7,3,Candice,Bread,Chocolate Loaf,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",2.5,1,1,0,Dampfnudel,Paul,2,1,12,3,Savoury Plaited (braided) centrepeice,Italian Light and Dark Rye Twist,4,0,1,0,0,1,0,0,1,1,
Series 7,3,Jane,Bread,Chocolate Loaf,Chocolate and Cranberry Couronne,2.5,1,1,0,Dampfnudel,Paul,2,1,12,9,Savoury Plaited (braided) centrepeice,Chorizo and Chilli Flower with Parmesan and Pesto Centre,4,0,1,0,0,0,0,0,1,0,
Series 7,3,Kate,Bread,Chocolate Loaf,Cobbled Loaf,2.5,1,1,0,Dampfnudel,Paul,2,1,12,8,Savoury Plaited (braided) centrepeice,The Corn Maiden,4,0,1,0,1,0,0,0,1,0,
Series 7,3,Michael,Bread,Chocolate Loaf,Chocolate and Chilli Swirl Plait,2.5,1,1,0,Dampfnudel,Paul,2,1,12,7,Savoury Plaited (braided) centrepeice,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,4,0,1,0,0,1,0,1,1,0,
Series 7,3,Rav,Bread,Chocolate Loaf,"Chocolate, Cardamom and Hazelnut Loaf",2.5,1,1,0,Dampfnudel,Paul,2,1,12,10,Savoury Plaited (braided) centrepeice,Three Tier Diwali Bread Centrepiece,4,0,1,0,0,0,0,0,1,0,
Series 7,3,Selasi,Bread,Chocolate Loaf,"Chocolate, Orange and Cinnamon Bread",2.5,1,1,0,Dampfnudel,Paul,2,1,12,5,Savoury Plaited (braided) centrepeice,Bedouin Escape Tear and Share Bread,4,0,1,0,0,0,0,0,1,0,
Series 7,3,Tom,Bread,Chocolate Loaf,Chocolate Orange and Chilli Swirl Bread,2.5,1,1,0,Dampfnudel,Paul,2,1,12,4,Savoury Plaited (braided) centrepeice,Jörmungandr and Mjölnir,4,0,1,0,1,0,1,0,1,0,
Series 7,3,Val,Bread,Chocolate Loaf,Double Chocolate Cinnamon Twist Loaf,2.5,1,1,0,Dampfnudel,Paul,2,1,12,1,Savoury Plaited (braided) centrepeice,"""And They All Went Into The Ark To Get Out Of The Rain""",4,0,1,0,0,1,0,0,1,0,
Series 7,4,Andrew,Batter,Yorkshire Puddings,Yorkshire 'Tapas' Puddings,2,0,?,0,Lace Pancakes,Paul,1,1,12,4,Sweet Churros,Churros Window Box,3,1,36,0,1,0,0,0,1,0,
Series 7,4,Benjamina,Batter,Yorkshire Puddings,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",2,0,?,0,Lace Pancakes,Paul,1,1,12,1,Sweet Churros,Tropical Churros,3,1,36,0,1,0,1,0,1,0,
Series 7,4,Candice,Batter,Yorkshire Puddings,Yorkshire Wellingtons,2,0,?,0,Lace Pancakes,Paul,1,1,12,2,Sweet Churros,Two-Way Peanut Butter Churros,3,1,36,0,0,0,0,0,1,1,
Series 7,4,Jane,Batter,Yorkshire Puddings,Meat and Two Veg Yorkshires,2,0,?,0,Lace Pancakes,Paul,1,1,12,3,Sweet Churros,Pistachio and White Chocolate Churros,3,1,36,0,0,0,0,0,1,0,
Series 7,4,Kate,Batter,Yorkshire Puddings,Christmas Dinner Compromise,2,0,?,0,Lace Pancakes,Paul,1,1,12,7,Sweet Churros,Hot Cross Bunny Churros,3,1,36,0,0,1,0,1,1,0,
Series 7,4,Rav,Batter,Yorkshire Puddings,Thai Tofu Panang Yorkshires,2,0,?,0,Lace Pancakes,Paul,1,1,12,9,Sweet Churros,Three Dip Matcha Pistachio Churros,3,1,36,0,0,1,0,0,1,0,
Series 7,4,Selasi,Batter,Yorkshire Puddings,Perfect Sunday Roast Accompaniment,2,0,?,1,Lace Pancakes,Paul,1,1,12,8,Sweet Churros,Lemon and Anise Churros,3,1,36,0,0,0,0,0,1,0,
Series 7,4,Tom,Batter,Yorkshire Puddings,West Yorkshire Fusion Puddings,2,0,?,0,Lace Pancakes,Paul,1,1,12,5,Sweet Churros,Fennel Churros Snake In The Grass,3,1,36,0,0,1,0,0,1,0,
Series 7,4,Val,Batter,Yorkshire Puddings,Mum's Chilli Yorkshire Puddings,2,0,?,0,Lace Pancakes,Paul,1,1,12,6,Sweet Churros,Orange Chocolate Churros,3,1,36,0,0,0,0,0,1,0,
Series 7,5,Andrew,Pastry,Breakfast Pastries,Mum and Dad's Breakfast Pastries,?,?,24,0,Bakewell Tart,Mary,2.5,1,1,6,Filo Amuse-Bouche,Spicy Chorizo Squash Parcels and Baklava Bites,?,"24 savoury, 24 sweet filling",48,0,0,0,0,0,1,0,
Series 7,5,Benjamina,Pastry,Breakfast Pastries,Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,?,1,24,0,Bakewell Tart,Mary,2.5,1,1,5,Filo Amuse-Bouche,Plantain and Spinach Samosas and Chai Pear Cups,?,"24 savoury, 24 sweet filling",48,0,0,0,0,0,1,0,
Series 7,5,Candice,Pastry,Breakfast Pastries,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish",?,1,24,0,Bakewell Tart,Mary,2.5,1,1,2,Filo Amuse-Bouche,"Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",?,"24 savoury, 24 sweet filling",48,0,1,0,1,0,1,1,
Series 7,5,Jane,Pastry,Breakfast Pastries,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish",?,1,24,0,Bakewell Tart,Mary,2.5,1,1,1,Filo Amuse-Bouche,"Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",?,"24 savoury, 24 sweet filling",48,0,1,0,0,0,1,0,
Series 7,5,Rav,Pastry,Breakfast Pastries,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",?,1,24,0,Bakewell Tart,Mary,2.5,1,1,8,Filo Amuse-Bouche,Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,?,"24 savoury, 24 sweet filling",48,0,0,0,0,0,1,0,
Series 7,5,Selasi,Pastry,Breakfast Pastries,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels",?,1,24,0,Bakewell Tart,Mary,2.5,1,1,3,Filo Amuse-Bouche,"Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",?,"24 savoury, 24 sweet filling",48,0,0,0,0,0,1,0,
Series 7,5,Tom,Pastry,Breakfast Pastries,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,?,1,24,0,Bakewell Tart,Mary,2.5,1,1,4,Filo Amuse-Bouche,Yin and Yang Amuse-bouche,?,"24 savoury, 24 sweet filling",48,0,0,1,0,0,1,0,
Series 7,5,Val,Pastry,Breakfast Pastries,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls",?,1,24,0,Bakewell Tart,Mary,2.5,1,1,7,Filo Amuse-Bouche,"Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",?,"24 savoury, 24 sweet filling",48,0,0,1,0,1,1,0,
Series 7,6,Andrew,Botanical,Citrus Meringue Pie,Tangy Lime and Ginger Meringue Pie,?,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,6,Three-Tier Flower Cake,Spring Elderflower Trio,?,?,?,0,0,1,0,0,1,0,
Series 7,6,Benjamina,Botanical,Citrus Meringue Pie,Grapefruit and Ginger Meringue Pie,,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,2,Three-Tier Flower Cake,Floral Tea Cake,?,?,?,0,0,0,0,0,1,0,
Series 7,6,Candice,Botanical,Citrus Meringue Pie,"Lime, Coconut and Lemongrass Sugar Meringue Pie",,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,5,Three-Tier Flower Cake,Four Seasons Cake,?,?,?,0,1,0,0,0,1,1,
Series 7,6,Jane,Botanical,Citrus Meringue Pie,Lime and Coconut Meringue Pie,,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,4,Three-Tier Flower Cake,Three Tier Orange Cake with a Floral Chocolate Collar,?,?,?,0,0,0,0,0,1,0,
Series 7,6,Rav,Botanical,Citrus Meringue Pie,Mandarin Margarita Meringue Pie,,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,3,Three-Tier Flower Cake,Blossom Cake,?,?,?,0,0,1,0,1,1,0,
Series 7,6,Selasi,Botanical,Citrus Meringue Pie,"Grapefruit, Orange and Mint Meringue Pie",,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,7,Three-Tier Flower Cake,Three Tiered Ombré Floral Cake,?,?,?,0,1,0,0,0,1,0,
Series 7,6,Tom,Botanical,Citrus Meringue Pie,Blood Orange Halloween Pumpkin Pie,,1,1,0,Leaf-shaped Herb Fougasses,Paul,2,0,2,1,Three-Tier Flower Cake,Floral Tea Cake,?,?,?,0,1,0,1,0,1,0,
Series 7,7,Andrew,Dessert,Family-Sized Roulade,Tropical Holiday Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,1,Mini Mousse Cakes,Childhood Ice Cream Mousse Cakes,4,1,24,0,1,0,1,0,1,0,
Series 7,7,Benjamina,Dessert,Family-Sized Roulade,Piña Colada Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,3,Mini Mousse Cakes,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,4,1,24,0,1,0,0,0,1,0,
Series 7,7,Candice,Dessert,Family-Sized Roulade,Crowd Pleaser Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,2,Mini Mousse Cakes,Blackberry and Raspberry Bubbles and After Dinner Mousse,4,1,24,0,0,0,0,0,1,1,
Series 7,7,Jane,Dessert,Family-Sized Roulade,Chocolate and Hazelnut Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,4,Mini Mousse Cakes,Chocolate,4,1,24,0,0,0,0,0,1,0,
Series 7,7,Selasi,Dessert,Family-Sized Roulade,Summer Picnic Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,6,Mini Mousse Cakes,"Lemon, Raspberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",4,1,24,0,0,1,0,0,1,0,
Series 7,7,Tom,Dessert,Family-Sized Roulade,Millionaire's Roulade,1.5,1,1,0,Marjolaine/ Dacquoise,Mary,3,1,1,5,Mini Mousse Cakes,Hipster Picnic,4,1,24,0,0,1,0,1,1,0,
Series 7,8,Andrew,Tudor,Shaped Savoury Pies,Da Vinci Inspired Geared Pies,?,?,1,0,Jumbles,Paul,1.5,1,12,2,3D Marchpane Cake,Jousting Knights Marchpane,?,?,1,0,0,0,0,0,1,0,
Series 7,8,Benjamina,Tudor,Shaped Savoury Pies,Mexican Adventure,?,?,1,0,Jumbles,Paul,1.5,1,12,4,3D Marchpane Cake,Tudor Garden,?,?,1,0,0,1,0,1,1,0,
Series 7,8,Candice,Tudor,Shaped Savoury Pies,Cheesy Cheeky Fish Pies,?,?,1,0,Jumbles,Paul,1.5,1,12,1,3D Marchpane Cake,Peacock,?,?,1,0,1,0,1,0,1,1,
Series 7,8,Jane,Tudor,Shaped Savoury Pies,Tudor Rose Pies,?,?,1,0,Jumbles,Paul,1.5,1,12,5,3D Marchpane Cake,Swans,?,?,1,0,1,0,0,0,1,0,
Series 7,8,Selasi,Tudor,Shaped Savoury Pies,Bouquet of Flowers,?,?,1,0,Jumbles,Paul,1.5,1,12,3,3D Marchpane Cake,Fruity Tudor Marchpane,?,?,1,0,0,1,0,0,1,0,
Series 7,9,Andrew,Pâtisserie,Savoury Palmiers,Cheesy Elephant Ears and Herby Treble Clefs,?,?,24,0,Savarin,Paul,2.5,1,1,2,Fondant Fancies,Philharmonic Fondants,?,?,36,0,1,0,1,0,1,0,
Series 7,9,Candice,Pâtisserie,Savoury Palmiers,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",?,?,24,0,Savarin,Paul,2.5,1,1,3,Fondant Fancies,Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,?,1,36,0,1,0,0,0,1,1,
Series 7,9,Jane,Pâtisserie,Savoury Palmiers,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",?,?,24,0,Savarin,Paul,2.5,1,1,1,Fondant Fancies,Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,?,1,36,0,0,1,0,0,1,0,
