Season,Week Number,Baker,Week Name,Bake,Signature Bake,Signature Time Allotment (hours),Signature Sweet (1) or Savory (0),Signature Quantity,Signature Handshake,Technical Bake,Technical Recipe Writer,Technical Time Allotment (hours),Technical Sweet (1) or Savory (0),Technical Quantity,Technical Rank,Showstopper,Showstopper Bake,Showstopper Time Allotment (hours),Showstopper Sweet (1) or Savory (0),Showstopper Quantity,Showstopper Handshake,Favorite,Least Favorite,Star Baker,Eliminated,Competed,Winner,UK viewers (millions)
Series 5,1,Kate,Cake,Swiss Roll,Red Velvet and White Chocolate Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,6,Classic Miniature British Cakes,Mini Tiered Victoria Sponges,3.5,1,36,0,0,0,0,0,1,0,
Series 5,1,Luis,Cake,Swiss Roll,Spanish Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,7,Classic Miniature British Cakes,Raspberry and Lemon Genoise Slices with Lemon Drizzles,3.5,1,36,0,0,0,0,0,1,0,
Series 5,1,Martha,Cake,Swiss Roll,Tiramisu Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,2,Classic Miniature British Cakes,Mini Lemon and Thyme Drizzle Cakes,3.5,1,36,0,1,0,0,0,1,0,
Series 5,1,Nancy,Cake,Swiss Roll,Coffee and Hazelnut Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,1,Classic Miniature British Cakes,Jaffa Orange Cakes,3.5,1,36,0,1,0,1,0,1,1,
Series 5,1,Norman,Cake,Swiss Roll,Black Forest Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,11,Classic Miniature British Cakes,Almond and Raspberry Mini Cakes,3.5,1,36,0,0,0,0,0,1,0,
Series 5,1,Richard,Cake,Swiss Roll,Pistachio and Strawberry Swiss Roll,2.5,1,1,0,Cherry Cake,Mary,2,1,1,10,Classic Miniature British Cakes,Miniature Coffee and Walnut Cakes,3.5,1,36,0,1,0,0,0,1,0,
Series 5,2,Chetna,Biscuits,Savoury Biscuits,Fenugreek and Carom Crackers,2,0,36,0,Florentines,Mary,1.25,1,18,8,3D Biscuit Scene,Day On The Beach,4,1,1,0,0,0,0,0,1,0,
Series 5,2,Diana,Biscuits,Savoury Biscuits,Parmesan Triangles,2,0,36,0,Florentines,Mary,1.25,1,18,7,3D Biscuit Scene,"Express, First Class",4,1,1,0,0,0,0,0,1,0,
Series 5,2,Enwezor,Biscuits,Savoury Biscuits,Pumpkin and Sunflower Savoury Biscuits,2,0,36,0,Florentines,Mary,1.25,1,18,9,3D Biscuit Scene,Space Adventure Moon Scene,4,1,1,0,0,1,0,1,1,0,
Series 5,2,Iain,Biscuits,Savoury Biscuits,Za'atar and Fig Biscuits,2,0,36,0,Florentines,Mary,1.25,1,18,11,3D Biscuit Scene,Wild West Scene,4,1,1,0,0,0,0,0,1,0,
Series 5,2,Jordan,Biscuits,Savoury Biscuits,"Sourdough, Parmesan and Chilli Biscuits",2,0,36,0,Florentines,Mary,1.25,1,18,6,3D Biscuit Scene,Monster Attack,4,1,1,0,0,0,0,0,1,0,
Series 5,2,Kate,Biscuits,Savoury Biscuits,Parmesan and Apple Biscuits,2,0,36,0,Florentines,Mary,1.25,1,18,4,3D Biscuit Scene,Tea Time,4,1,1,0,0,0,0,0,1,0,
Series 5,2,Luis,Biscuits,Savoury Biscuits,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,2,0,36,0,Florentines,Mary,1.25,1,18,3,3D Biscuit Scene,George Versus The Dragon,4,1,1,0,1,0,0,0,1,0,
Series 5,2,Martha,Biscuits,Savoury Biscuits,Caramelised Onion and Goat's Cheese Sandwich Biscuits,2,0,36,0,Florentines,Mary,1.25,1,18,5,3D Biscuit Scene,Ski Village Scene,4,1,1,0,0,0,0,0,1,0,
Series 5,2,Nancy,Biscuits,Savoury Biscuits,Fennel and Rye Thins,2,0,36,0,Florentines,Mary,1.25,1,18,2,3D Biscuit Scene,Hansel and Gretel Scene,4,1,1,0,0,0,0,0,1,1,
Series 5,2,Norman,Biscuits,Savoury Biscuits,Farthing Biscuits,2,0,36,1,Florentines,Mary,1.25,1,18,10,3D Biscuit Scene,Zulu Boats at Dawn,4,1,1,0,0,1,0,0,1,0,
Series 5,2,Richard,Biscuits,Savoury Biscuits,Rosemary Seeded Crackers,2,0,36,0,Florentines,Mary,1.25,1,18,1,3D Biscuit Scene,Pirates!,4,1,1,0,1,0,1,0,1,0,
Series 5,3,Chetna,Bread,Rye Bread Rolls,Onion and Pine Nut Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,8,Filled Centrepiece Loaf,Rolled and Filled Twin Loaf,4,0,1,0,0,0,0,0,1,0,
Series 5,3,Diana,Bread,Rye Bread Rolls,Rustic Picnic Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,7,Filled Centrepiece Loaf,Sharing Savoury Pinwheel,4,0,1,0,0,0,0,0,1,0,
Series 5,3,Iain,Bread,Rye Bread Rolls,Cranberry and Walnut Rye Bread Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,9,Filled Centrepiece Loaf,Moroccan Plaited with a Bessara Dip,4,0,1,0,0,0,0,0,1,0,
Series 5,3,Jordan,Bread,Rye Bread Rolls,Rye and Spelt Bread Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,10,Filled Centrepiece Loaf,Strawberry Raspberry Cheesecake Brioche,4,0,1,0,0,1,0,1,1,0,
Series 5,3,Kate,Bread,Rye Bread Rolls,Orange and Cardamom Rye Bread Knots,3.5,0,12,0,Ciabattas,Paul,3,0,4,1,Filled Centrepiece Loaf,"Prosciutto, Olive & Coriander Bread",4,0,1,0,1,0,0,0,1,0,
Series 5,3,Luis,Bread,Rye Bread Rolls,Opposites Attract Rolls,3.5,0,12,1,Ciabattas,Paul,3,0,4,2,Filled Centrepiece Loaf,Roscón de Reyes,4,0,1,0,1,0,1,0,1,0,
Series 5,3,Martha,Bread,Rye Bread Rolls,Date and Walnut Rye Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,3,Filled Centrepiece Loaf,Stuffed Sunflower Loaf,4,0,1,0,0,0,0,0,1,0,
Series 5,3,Nancy,Bread,Rye Bread Rolls,Cider and Walnut Crusty Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,5,Filled Centrepiece Loaf,Full English' Stromboli,4,0,1,0,0,0,0,0,1,1,
Series 5,3,Norman,Bread,Rye Bread Rolls,Rye Bread Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,4,Filled Centrepiece Loaf,Chicken and Roasted Vegetable Picnic Loaf,4,0,1,0,0,1,0,0,1,0,
Series 5,3,Richard,Bread,Rye Bread Rolls,Rye and Cranberry Rolls,3.5,0,12,0,Ciabattas,Paul,3,0,4,6,Filled Centrepiece Loaf,Pesto Pinwheel,4,0,1,0,0,0,0,0,1,0,
Series 5,4,Chetna,Dessert,Self-Saucing Puddings,"Rhubarb, Strawberry and Orange Puddings",2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,3,Baked Alaska,"Mango, Raspberry and Coconut Baked Alaska",4.5,1,1,0,0,0,0,0,1,0,
Series 5,4,Diana,Dessert,Self-Saucing Puddings,Orange and Lemon Curd Pots,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,9,Baked Alaska,Raspberry Ripple Alaska Swan,4.5,1,1,0,0,0,0,0,1,0,
Series 5,4,Iain,Dessert,Self-Saucing Puddings,"Chocolate, Lime and Raspberry Fondants",2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,6,Baked Alaska,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",4.5,1,1,0,0,1,0,1,1,0,
Series 5,4,Kate,Dessert,Self-Saucing Puddings,Chocolate and Salted Caramel Molten Puddings,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,7,Baked Alaska,"Pistachio, Raspberry and Chocolate Baked Alaska",4.5,1,1,0,1,0,0,0,1,0,
Series 5,4,Luis,Dessert,Self-Saucing Puddings,Pears in Puddings,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,2,Baked Alaska,Bakewell Alaska,4.5,1,1,0,0,0,0,0,1,0,
Series 5,4,Martha,Dessert,Self-Saucing Puddings,Peanut Butter Chocolate Fondants,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,1,Baked Alaska,Key Lime Baked Alaska,4.5,1,1,0,0,0,0,0,1,0,
Series 5,4,Nancy,Dessert,Self-Saucing Puddings,Pistachio Puddings with Chocolate Sauce,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,4,Baked Alaska,Summer Pudding Alaska,4.5,1,1,0,0,0,0,0,1,1,
Series 5,4,Norman,Dessert,Self-Saucing Puddings,Mini Sticky Toffee Puddings,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,8,Baked Alaska,Baked Alaska with Strawberry Surprise,4.5,1,1,0,0,1,0,0,1,0,
Series 5,4,Richard,Dessert,Self-Saucing Puddings,Black Forest Chocolate Fondants,2,1,8,0,Tiramisu Cake,Mary,2.5,1,1,5,Baked Alaska,Tiramisu Baked Alaska,4.5,1,1,0,1,0,1,0,1,0,
Series 5,5,Chetna,Pie and Tart,Custard Tart,Rice Custard Tart with Mangoes and Raspberries,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,2,Three-Tiered Pie,Fusion Tiered Pies,4.5,1,1,0,0,0,0,0,1,0,
Series 5,5,Kate,Pie and Tart,Custard Tart,Rhubarb and Custard Tart,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,3,Three-Tiered Pie,"Rhubarb, Prune and Apple Pies",4.5,1,1,0,1,0,1,0,1,0,
Series 5,5,Luis,Pie and Tart,Custard Tart,Tropical Manchester Tart,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,6,Three-Tiered Pie,Four Fruity Seasons Tower,4.5,1,1,0,0,0,0,0,1,0,
Series 5,5,Martha,Pie and Tart,Custard Tart,"Pistachio, Apricot and Honey Custard Tart",2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,1,Three-Tiered Pie,Three Little Pigs Pie,4.5,1,1,0,0,1,0,0,1,0,
Series 5,5,Nancy,Pie and Tart,Custard Tart,Chocolate Crusted Passion Fruit Tart,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,4,Three-Tiered Pie,Trio of Apple Pies,4.5,1,1,0,1,0,0,0,1,1,
Series 5,5,Norman,Pie and Tart,Custard Tart,Tarte au Citron,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,5,Three-Tiered Pie,Pieful Tower,4.5,1,1,0,0,1,0,1,1,0,
Series 5,5,Richard,Pie and Tart,Custard Tart,Fig and Orange Tart,2.5,1,1,0,Mini Pear Pies,Paul,2,1,6,7,Three-Tiered Pie,Three Course Autumn Pie Feast,4.5,1,1,0,0,1,0,0,1,0,
Series 5,6,Chetna,European Cakes,Yeast-Leavened Cake,Orange Savarin with Cinnamon Cream,3,1,1,0,Prinsesstårta,Mary,2.25,1,1,2,Dobos Torte,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,5,1,1,0,1,0,1,0,1,0,
Series 5,6,Kate,European Cakes,Yeast-Leavened Cake,"Pecan, Chocolate and Sour Cherry Yeast Cake",3,1,1,0,Prinsesstårta,Mary,2.25,1,1,6,Dobos Torte,Trio of Dobos Tortes,5,1,1,0,0,1,0,0,1,0,
Series 5,6,Luis,European Cakes,Yeast-Leavened Cake,Apple and Cinnamon Kugelhopf with Honeyed Apples,3,1,1,0,Prinsesstårta,Mary,2.25,1,1,3,Dobos Torte,The Cage on the Rocky Hill,5,1,1,0,1,0,0,0,1,0,
Series 5,6,Martha,European Cakes,Yeast-Leavened Cake,Dark Chocolate and Almond Liqueur Savarin,3,1,1,0,Prinsesstårta,Mary,2.25,1,1,4,Dobos Torte,Chess-Themed Chocolate and Salted Caramel Dobos Torte,5,1,1,0,0,0,0,0,1,0,
Series 5,6,Nancy,European Cakes,Yeast-Leavened Cake,Rum Punch Savarin with Coconut Cream and Tropical Fruits,3,1,1,0,Prinsesstårta,Mary,2.25,1,1,1,Dobos Torte,Chocolate and Caramel Dobos Torte,5,1,1,0,1,0,0,0,1,1,
Series 5,6,Richard,European Cakes,Yeast-Leavened Cake,Fruity Guglhupf with an Orange Glaze,3,1,1,0,Prinsesstårta,Mary,2.25,1,1,5,Dobos Torte,Sugar Forest Dobos Torte,5,1,1,0,0,1,0,0,1,0,
Series 5,7,Chetna,Pastry,Savoury Parcels,Crispy Lentil Kachori,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,6,Eclairs,Chocolate & Mango and Lemon Meringue Éclairs,4,1,24,0,0,0,0,0,1,0,
Series 5,7,Kate,Pastry,Savoury Parcels,Spinach and Paneer Spicy Samosa,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,4,Eclairs,Neapolitan and Lemon Meringue Éclairs,4,1,24,0,0,1,0,1,1,0,
Series 5,7,Luis,Pastry,Savoury Parcels,Childhood Empanadas,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,5,Eclairs,Stars and Stripes Éclairs,4,1,24,0,0,0,0,0,1,0,
Series 5,7,Martha,Pastry,Savoury Parcels,Mini Beef Wellingtons,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,3,Eclairs,Rhubarb & Custard and Maple Syrup & Bacon Éclairs,4,1,24,0,0,1,0,0,1,0,
Series 5,7,Nancy,Pastry,Savoury Parcels,Spicy Duck Pasties,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,2,Eclairs,Smoked Salmon & Horseradish and Raspberry Ripple Éclairs,4,1,24,0,1,0,0,0,1,1,
Series 5,7,Richard,Pastry,Savoury Parcels,Minted Lamb Pasties,1.75,0,12,0,Kouign-Amann,Paul,3.5,1,12,1,Eclairs,Stair of Éclairs: Blueberry & Lavender and Raspberry & Rose,4,1,24,0,0,0,1,0,1,0,
Series 5,8,Chetna,Advanced Dough,Fruit Loaf,Date and Walnut Swirl Bread,2.5,1,1,0,Povitica,Paul,2.5,1,12,1,Doughnuts,Chocolate Mousse Filled Doughnuts / Braided Doughnuts,4,1,18,0,0,0,0,0,1,0,
Series 5,8,Luis,Advanced Dough,Fruit Loaf,Black Forest Cherry Tree,2.5,1,1,0,Povitica,Paul,2.5,1,12,2,Doughnuts,Cocktail Doughnuts,4,1,18,0,1,0,0,0,1,0,
Series 5,8,Martha,Advanced Dough,Fruit Loaf,Spiced Plum Iced Bread Swirl,2.5,1,1,0,Povitica,Paul,2.5,1,12,5,Doughnuts,Glazed Lemon & Poppyseed Doughnuts / Chocolate & Passion Fruit Doughnuts,4,1,18,0,0,1,0,1,1,0,
Series 5,8,Nancy,Advanced Dough,Fruit Loaf,Lincolnshire Plum Braid,2.5,1,1,0,Povitica,Paul,2.5,1,12,3,Doughnuts,Doughnut Family Tree,4,1,18,0,0.5,0,0,0,1,1,
Series 5,8,Richard,Advanced Dough,Fruit Loaf,Fruit Swedish Tea Ring,2.5,1,1,0,Povitica,Paul,2.5,1,12,4,Doughnuts,Rhubarb and Custard / Toffee Apple Doughnuts,4,1,18,0,1,0,1,0,1,0,
Series 5,9,Chetna,Pâtisserie,Baklava,Chocolate Orange Baklava / Masala Chai Baklava,3.5,1,24,0,Schichttorte,Paul,2,1,1,4,Entremets,"Chocolate, Orange & Nut Entremets / Cappuccino Entremets",5,1,24,0,0,1,0,1,1,0,
Series 5,9,Luis,Pâtisserie,Baklava,Indian Rose Baklava / Halwa Baklava Rolls,3.5,1,24,0,Schichttorte,Paul,2,1,1,1,Entremets,"Chocolate Mousse & Cherry Entremets / Pomegranate, Fig & Pistachio Sponges",5,1,24,0,1,0,0,0,1,0,
Series 5,9,Nancy,Pâtisserie,Baklava,Coffee and Chocolate Baklava / Breakfast Baklava,3.5,1,24,0,Schichttorte,Paul,2,1,1,3,Entremets,Raspberry Nonnettes / Lime and Passion Fruit Entremets,5,1,24,0,0,1,0,0,1,1,
Series 5,9,Richard,Pâtisserie,Baklava,Rose and Pistachio Baklava / Walnut and Almond Baklava,3.5,1,24,0,Schichttorte,Paul,2,1,1,2,Entremets,Hazelnut Mocha Entremets / Pink Grapefruit Entremets,5,1,24,0,1,0,1,0,1,0,
Series 5,10,Luis,Final,Viennoiserie,"Apple, Walnut, Raisin and Cheshire Cheese Chaussons / Pain au Chocolat Blanc with Raspberries and Cream Cheese",3.5,1,1,0,"Mini Victoria Sandwiches, Mini Tarte au Citron, Mini Scones",Mary,2,1,12,2,Pièce Montée,Village in Chocolate,5,1,1,0,0,0,0,1,1,0,
Series 5,10,Nancy,Final,Viennoiserie,Apple and Lemon Kites / Raspberry and Almond Croissants,3.5,1,1,0,"Mini Victoria Sandwiches, Mini Tarte au Citron, Mini Scones",Mary,2,1,12,1,Pièce Montée,Red Windmill,5,1,1,0,0,0,1,0,1,1,
Series 5,10,Richard,Final,Viennoiserie,Pear Pain au Chocolat / Pain Au Lait,3.5,1,1,0,"Mini Victoria Sandwiches, Mini Tarte au Citron, Mini Scones",Mary,2,1,12,3,Pièce Montée,Mill on the Hill,5,1,1,0,0,0,0,1,1,0,
Series 6,1,Alvin,Cake,Madeira Cake,Orange Vanilla and Fig Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,2,Black Forest Gâteau,Black Forest Gâteau ,3.5,1,1,0,0,0,0,0,1,0,
Series 6,1,Dorret,Cake,Madeira Cake,Madeira Cake with Candied Lemons,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,5,Black Forest Gâteau,Enchanted Forest Gâteau ,3.5,1,1,0,0,1,0,0,1,0,
Series 6,1,Flora,Cake,Madeira Cake,Blood Orange Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,6,Black Forest Gâteau,Black Forest Gâteau ,3.5,1,1,0,1,0,0,0,1,0,
Series 6,1,Ian,Cake,Madeira Cake,Somewhere West of Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,8,Black Forest Gâteau,Black Forest Cherry Tree ,3.5,1,1,0,0,0,0,0,1,0,
Series 6,1,Marie,Cake,Madeira Cake,Zingy Citrus Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,3,Black Forest Gâteau,A Walk in the Black Forest ,3.5,1,1,0,1,0,1,0,1,0,
Series 6,1,Mat,Cake,Madeira Cake,Gin and Tonic Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,7,Black Forest Gâteau,Black Forest Gateau ,3.5,1,1,0,0,0,0,0,1,0,
Series 6,1,Nadiya,Cake,Madeira Cake,Orange and Green Cardamom Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,12,Black Forest Gâteau,Quadruple Chocolate Black Forest Gâteau ,3.5,1,1,0,1,0,0,0,1,1,
Series 6,1,Paul,Cake,Madeira Cake,"Lemon, Ginger and Caraway Seed Madeira Cake",2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,10,Black Forest Gâteau,Black Forest Chocolate Creation ,3.5,1,1,0,0,0,0,0,1,0,
Series 6,1,Sandy,Cake,Madeira Cake,Madeira Cake with Almond Liqueur and Chopped Apricots,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,9,Black Forest Gâteau,Black Forest Gâteau ,3.5,1,1,0,0,0,0,0,1,0,
Series 6,1,Stu,Cake,Madeira Cake,Marley Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,11,Black Forest Gâteau,Purple Forest Gâteau ,3.5,1,1,0,0,1,0,1,1,0,
Series 6,1,Tamal,Cake,Madeira Cake,Pistachio and Rose Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,4,Black Forest Gâteau,Black Forest Gâteau in a Chocolate Shell ,3.5,1,1,0,1,0,0,0,1,0,
Series 6,1,Ugnė,Cake,Madeira Cake,Lemon and Thyme Madeira Cake,2,1,1,0,Frosted Walnut Layer Cake,Mary,1.75,1,1,1,Black Forest Gâteau,Falling Cup Gâteau ,3.5,1,1,0,0,1,0,0,1,0,
Series 6,2,Alvin,Biscuits,Biscotti,"Jackfruit, Pistachio and Macadamia Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,6,Biscuits and an Edible Biscuit Box,Gingerbread Box filled with Brandy Snaps ,4,1,36,0,0,0,0,0,1,0,
Series 6,2,Dorret,Biscuits,Biscotti,Almond and Apricot Biscotti with Amber Sugar Crystals,2,1,24,0,Arlettes,Paul,2.5,1,8,1,Biscuits and an Edible Biscuit Box,Box of Frogs ,4,1,36,0,0,1,0,0,1,0,
Series 6,2,Flora,Biscuits,Biscotti,Wedding Biscotti,2,1,24,0,Arlettes,Paul,2.5,1,8,2,Biscuits and an Edible Biscuit Box,Honey and Earl Grey Tea Box ,4,1,36,0,0,0,0,0,1,0,
Series 6,2,Ian,Biscuits,Biscotti,"Orange, Rosemary and Almond Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,3,Biscuits and an Edible Biscuit Box,Sandwich de la Confiture ,4,1,36,0,1,0,1,0,1,0,
Series 6,2,Marie,Biscuits,Biscotti,Biscotti Italiano,2,1,24,0,Arlettes,Paul,2.5,1,8,11,Biscuits and an Edible Biscuit Box,Russian Box ,4,1,36,0,0,1,0,1,1,0,
Series 6,2,Mat,Biscuits,Biscotti,"Pistachio, Cranberry and White Chocolate Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,5,Biscuits and an Edible Biscuit Box,Gingerbread Fire Engine ,4,1,36,0,1,0,0,0,1,0,
Series 6,2,Nadiya,Biscuits,Biscotti,"Coconut, Fennel and Pistachio Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,9,Biscuits and an Edible Biscuit Box,Box of Fortunes ,4,1,36,0,0,0,0,0,1,1,
Series 6,2,Paul,Biscuits,Biscotti,"Chocolate, Hazelnut and Fig Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,10,Biscuits and an Edible Biscuit Box,Memory Box ,4,1,36,0,0,1,0,0,1,0,
Series 6,2,Sandy,Biscuits,Biscotti,Chocolate Chunk and Hazelnut Biscotti,2,1,24,0,Arlettes,Paul,2.5,1,8,4,Biscuits and an Edible Biscuit Box,Sundried Tomato Cheese Biscuit Box ,4,0,36,0,1,0,0,0,1,0,
Series 6,2,Tamal,Biscuits,Biscotti,"Cinnamon, Maple and Cranberry Biscotti",2,1,24,0,Arlettes,Paul,2.5,1,8,8,Biscuits and an Edible Biscuit Box,Chessboard Box ,4,1,36,0,0,0,0,0,1,0,
Series 6,2,Ugnė,Biscuits,Biscotti,White Wine Biscotti,2,1,24,0,Arlettes,Paul,2.5,1,8,7,Biscuits and an Edible Biscuit Box,Baby Climbing into the Cookie Box ,4,1,36,0,0,0,0,0,1,0,
Series 6,3,Alvin,Bread,Quick Bread,"Prosciutto, Manchego and Balsamic Onion Soda Breads",1.5,0,2,0,Baguettes,Paul,2.5,0,4,4,3D Bread Sculpture,Cornucopia ,5,,1,0,1,0,0,0,1,0,
Series 6,3,Dorret,Bread,Quick Bread,Walnut and Stilton Soda Breads,1.5,0,2,0,Baguettes,Paul,2.5,0,4,6,3D Bread Sculpture,Unmade Bread ,5,,1,0,0,1,0,1,1,0,
Series 6,3,Flora,Bread,Quick Bread,Fig and Hazelnut Rye Breads,1.5,1,2,0,Baguettes,Paul,2.5,0,4,2,3D Bread Sculpture,Herb Couture ,5,,1,0,0,0,0,0,1,0,
Series 6,3,Ian,Bread,Quick Bread,Wild Garlic Pesto Soda Breads,1.5,0,2,0,Baguettes,Paul,2.5,0,4,1,3D Bread Sculpture,Flour Power ,5,,1,0,1,0,1,0,1,0,
Series 6,3,Mat,Bread,Quick Bread,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",1.5,0,2,0,Baguettes,Paul,2.5,0,4,8,3D Bread Sculpture,Curry Inspired Brighton Pavilion ,5,,1,0,0,1,0,0,1,0,
Series 6,3,Nadiya,Bread,Quick Bread,Mexican Bread with Warm Tomato Salsa,1.5,0,2,0,Baguettes,Paul,2.5,0,4,9,3D Bread Sculpture,Snake Charmer's Basket ,5,,1,0,0,0,0,0,1,1,
Series 6,3,Paul,Bread,Quick Bread,Cranberry and Orange Sweet Soda Breads,1.5,1,2,1,Baguettes,Paul,2.5,0,4,10,3D Bread Sculpture,King of the Jungle* ,5,,1,0,1,0,0,0,1,0,
Series 6,3,Sandy,Bread,Quick Bread,Soda Breads with Smoked Bacon and Onion,1.5,0,2,0,Baguettes,Paul,2.5,0,4,7,3D Bread Sculpture,Basket of Bread Flowers with a Walnut and Blue Cheese Centre ,5,,1,0,0,0,0,0,1,0,
Series 6,3,Tamal,Bread,Quick Bread,"Fig, Cheese and Walnut Breads",1.5,0,2,0,Baguettes,Paul,2.5,0,4,3,3D Bread Sculpture,Breadcycle ,5,,1,0,0,0,0,0,1,0,
Series 6,3,Ugnė,Bread,Quick Bread,Chocolate Quick Breads with Salted Caramel Sauce,1.5,1,2,0,Baguettes,Paul,2.5,0,4,5,3D Bread Sculpture,Easter Basket ,5,,1,0,0,0,0,0,1,0,
Series 6,4,Alvin,Dessert,Crème Brûlées,Blackberry Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,9,Three-Tiered Cheesecake,Tower of Fruits Cheesecakes ,4.5,1,1,0,0,1,0,0,1,0,
Series 6,4,Flora,Dessert,Crème Brûlées,Rhubarb and Ginger Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,3,Three-Tiered Cheesecake,Elderflower and Granola Cheesecakes ,4.5,1,1,0,0,0,0,0,1,0,
Series 6,4,Ian,Dessert,Crème Brûlées,Pomegranate Two Ways Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,4,Three-Tiered Cheesecake,Trio of Spicy and Herby Baked Cheesecakes ,4.5,1,1,0,1,0,1,0,1,0,
Series 6,4,Mat,Dessert,Crème Brûlées,Coconut Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,7,Three-Tiered Cheesecake,Chocolate Bar Cheesecakes ,4.5,1,1,0,0,0,0,0,1,0,
Series 6,4,Nadiya,Dessert,Crème Brûlées,Cinnamon Tea Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,8,Three-Tiered Cheesecake,Fizzy Pop Cheesecakes ,4.5,1,1,0,1,0,0,0,1,1,
Series 6,4,Paul,Dessert,Crème Brûlées,Almond Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,1,Three-Tiered Cheesecake,Berry Cheesecake Tower ,4.5,1,1,0,0,1,0,0,1,0,
Series 6,4,Sandy,Dessert,Crème Brûlées,Pontefract Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,6,Three-Tiered Cheesecake,"Cassata, Whisky and Orange & Apple Pie Cheesecakes ",4.5,1,1,0,0,1,0,1,1,0,
Series 6,4,Tamal,Dessert,Crème Brûlées,Rhubarb and Ginger Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,5,Three-Tiered Cheesecake,"Mango, Hazelnut and Rosemary Cheesecake Trio",4.5,1,1,0,1,0,0,0,1,0,
Series 6,4,Ugnė,Dessert,Crème Brûlées,Marula Fruit and Coffee Liqueur Crème Brûlées,2,1,12,0,Spanische Windtorte,Mary,4,1,1,2,Three-Tiered Cheesecake,"Lime, Coconut and Hazelnut Cheesecakes ",4.5,1,1,0,0,0,0,0,1,0,
